Day	Agent Type	Rooftop ID	Rooftop Name	Enterprise ID	Enterrpise Name	Customer Type	Customer Subtype	Customer Segment	CSM Name	Region	Stage	Final Status/RAG	Final Status/Churned	Usage/# Touched	Usage/# Qualified	Usage/# Appt Booked	Usage/Conv Rate	RoI?/Appt Value ($)	RoI?/RoI (Factor)	RoI?/Report Sent (D/W/M)?	Tickets/# Created	Tickets/# Open	Tickets/Open Ticket Ageing (Hrs)	Tickets/Avg Resolution hrs	Tickets/Ticket RAG	Communication/RAG	Leadership Connect/MBR	Leadership Connect/Contact Freq
22 May, 2026	Sales Inbound	d6947fc2e0	Edwards Honda	3884c7156	Edwards Chevrolet Downtown	GROUP_DEALER	FRANCHISE_DEALER	Ent	jaspreet.kaur@spyne.ai	AMER	Live			153	6	59	8	$1	0.13	No	0	0	0.00	00:00:00				
22 May, 2026	Sales Outbound	341a56683a	Mercedes-Benz of Arlington	dab960b7c	Mercedes-Benz of Arlington	INDIVIDUAL_DEALER		SMB	abhijeet.mitra@spyne.ai	AMER	Live			127	11	56	10	$0	0.00	No	0	0	0.00	00:00:00				
22 May, 2026	Sales Inbound	3d3deabc98	Dream Nissan Midwest	5b81be4b1	Dream Automotive	GROUP_DEALER	FRANCHISE_DEALER	Ent	jaspreet.kaur@spyne.ai	AMER	Live			103	63	54	11	$2	0.18	No	0	0	0.00	00:00:00				
22 May, 2026	Service Inbound	49a06313cf	Covina kia	7d06f7427	Brandon Steven Motors	GROUP_DEALER	FRANCHISE_DEALER	Ent	ankur.batra@spyne.ai	AMER	Live			69	1	52	41	$10	0.24	No	0	0	0.00	00:00:00				
22 May, 2026	Sales Inbound	4e24c50b58	Edwards Chevrolet Downtown	3884c7156	Edwards Chevrolet Downtown	GROUP_DEALER	FRANCHISE_DEALER	Ent	jaspreet.kaur@spyne.ai	AMER	Live			68	48	45	3	$0	0.00	No	0	0	0.00	00:00:00				
22 May, 2026	Sales Inbound	6730ea9132	Dream Nissan Legends	5b81be4b1	Dream Automotive	GROUP_DEALER	FRANCHISE_DEALER	Ent	jaspreet.kaur@spyne.ai	AMER	Live			50	9	44	12	$3	0.25	No	0	0	0.00	00:00:00				
22 May, 2026	Sales Inbound	7607d0e6f5	Dream Nissan Lawrence	5b81be4b1	Dream Automotive	GROUP_DEALER	FRANCHISE_DEALER	Ent	jaspreet.kaur@spyne.ai	AMER	Live			47	36	40	13	$2	0.15	No	0	0	0.00	00:00:00				
22 May, 2026	Service Inbound	bf718528af	Victory Toyota of Midtown	ef09d889d	Victory Automotive Group	GROUP_DEALER	FRANCHISE_DEALER	Ent	ankur.batra@spyne.ai	AMER	Live			43	13	29	20	$7	0.35	No	0	0	0.00	00:00:00				
22 May, 2026	Service Inbound	5d2ffea9c0	Brown-Daub Kia	fe7e2e8e5	Brown-Daub Kia	GROUP_DEALER		Ent	zeeshana.aijaz@spyne.ai	AMER	Live			42	9	25	23	$5	0.22	No	0	0	0.00	00:00:00				
22 May, 2026	Sales Outbound	3d3deabc98	Dream Nissan Midwest	5b81be4b1	Dream Automotive	GROUP_DEALER	FRANCHISE_DEALER	Ent	jaspreet.kaur@spyne.ai	AMER	Live			40	6	14	6	$0	0.00	No	0	0	0.00	00:00:00				
22 May, 2026	Sales Inbound	405beccbe9	WolfChase Honda	6548557c2	Wolfchase Honda & Nissan	GROUP_DEALER	FRANCHISE_DEALER	Ent	ankur.batra@spyne.ai	AMER	Live			40	3	12	2	$0	0.00	No	0	0	0.00	00:00:00				
22 May, 2026	Sales Outbound	7607d0e6f5	Dream Nissan Lawrence	5b81be4b1	Dream Automotive	GROUP_DEALER	FRANCHISE_DEALER	Ent	jaspreet.kaur@spyne.ai	AMER	Live			38	3	10	3	$0	0.00	No	0	0	0.00	00:00:00				
22 May, 2026	Service Inbound	f222a4f3ff	Mercedes Benz of Laguna Niguel	e551635ea	Mercedes-Benz of Laguna Niguel	GROUP_DEALER	FRANCHISE_DEALER	Ent	prabha.kumari@spyne.ai	AMER	Live			32	5	10	7	$1	0.14	No	0	0	0.00	00:00:00				
22 May, 2026	Sales Outbound	6730ea9132	Dream Nissan Legends	5b81be4b1	Dream Automotive	GROUP_DEALER	FRANCHISE_DEALER	Ent	jaspreet.kaur@spyne.ai	AMER	Live			32	0	9	6	$1	0.17	No	0	0	0.00	00:00:00				
22 May, 2026	Sales Inbound	5d2ffea9c0	Brown-Daub Kia	fe7e2e8e5	Brown-Daub Kia	GROUP_DEALER		Ent	zeeshana.aijaz@spyne.ai	AMER	Live			16	13	8	1	$1	1.00	No	0	0	0.00	00:00:00				
22 May, 2026	Sales Inbound	7fb99e6ee1	Super Autos Miami	6c19cc7c4	Super Autos Miami	INDIVIDUAL_DEALER		SMB		AMER	Live			14	11	8	0	$0	0.00	No	0	0	0.00	00:00:00				
22 May, 2026	Sales Inbound	5895de05b	Paragon Honda	21de286e9	Paragon Motors of Woodside Inc dba Paragon Honda	GROUP_DEALER	FRANCHISE_DEALER	Ent	ankur.batra@spyne.ai	AMER	Live			10	0	6	0	$0	0.00	No	0	0	0.00	00:00:00				
22 May, 2026	Sales Inbound	987d7cb5f5	McGrath Acura of Westmont	acb5f83e1	McGrath Acura of Westmont (Mcgrath Imports)	GROUP_DEALER	FRANCHISE_DEALER	Ent	abhijeet.mitra@spyne.ai	AMER	Live			7	0	6	3	$2	0.67	No	0	0	0.00	00:00:00				
22 May, 2026	Service Inbound	d2999d21-c	World Car Auto Group	4f772edd8	World Car Auto Group	GROUP_DEALER	FRANCHISE_DEALER	Ent	ankur.batra@spyne.ai	AMER	Live			7	3	6	4	$2	0.50	No	0	0	0.00	00:00:00				
22 May, 2026	Sales Inbound	d14b8b8338	WolfChase Nissan	6548557c2	Wolfchase Honda & Nissan	GROUP_DEALER	FRANCHISE_DEALER	Ent	ankur.batra@spyne.ai	AMER	Live			6	0	5	0	$0	0.00	No	0	0	0.00	00:00:00				
22 May, 2026	Service Inbound	27029bf75c	Sport Durst Mazda	6b9a25d35	Sport Durst Automotive Group	GROUP_DEALER	FRANCHISE_DEALER	Ent	prabha.kumari@spyne.ai	AMER	Live			6	0	5	2	$0	0.00	No	0	0	0.00	00:00:00				
22 May, 2026	Service Inbound	8f59b8483b	Mercedes Benz of Foothill Ranch	e551635ea	Mercedes-Benz of Laguna Niguel	GROUP_DEALER	FRANCHISE_DEALER	Ent	prabha.kumari@spyne.ai	AMER	Live			5	0	5	3	$1	0.33	No	0	0	0.00	00:00:00				
22 May, 2026	Sales Inbound	49a06313cf	Covina kia	7d06f7427	Brandon Steven Motors	GROUP_DEALER	FRANCHISE_DEALER	Ent	ankur.batra@spyne.ai	AMER	Live			5	3	4	0	$1	Infinity	No	0	0	0.00	00:00:00				
22 May, 2026	Sales Inbound	e05e67affb	Vatland Honda	6add25efd	Vatland Auto Group	GROUP_DEALER	FRANCHISE_DEALER	Ent	abhijeet.mitra@spyne.ai	AMER	Live			5	3	3	1	$0	0.00	No	0	0	0.00	00:00:00				
22 May, 2026	Sales Inbound	c18a7a6d8d	Landers CDJR	b5b6954c4	Landers Dodge Chrysler Jeep RAM	INDIVIDUAL_DEALER	FRANCHISE_DEALER	SMB	vishal.singh1@spyne.ai	AMER	Live			5	4	3	0	$0	0.00	No	0	0	0.00	00:00:00				
22 May, 2026	Service Inbound	5480771b21	Feldmann Imports Mercedes Benz	06e65fbde	Feldmann Imports, Inc.	GROUP_DEALER	FRANCHISE_DEALER	Ent	ankur.batra@spyne.ai	AMER	Live			4	4	3	1	$1	1.00	No	0	0	0.00	00:00:00				
22 May, 2026	Service Inbound	a9e37101ea	Bob King Mazda	e258a7579	Bob King	INDIVIDUAL_DEALER	FRANCHISE_DEALER	Mid	abhijeet.mitra@spyne.ai	AMER	Live			3	0	3	3	$1	0.33	No	0	0	0.00	00:00:00				
22 May, 2026	Service Inbound	0dcef03834	John Hiester Chevrolet	d3216c3e4	John Hiester Chevrolet	GROUP_DEALER	FRANCHISE_DEALER	Ent	ankur.batra@spyne.ai	AMER	Live			3	0	2	1	$0	0.00	No	0	0	0.00	00:00:00				
22 May, 2026	Service Inbound	5f6644c1f1	Sport Durst Hyundai	6b9a25d35	Sport Durst Automotive Group	GROUP_DEALER	FRANCHISE_DEALER	Ent	prabha.kumari@spyne.ai	AMER	Live			3	0	2	2	$0	0.00	No	0	0	0.00	00:00:00				
22 May, 2026	Service Inbound	73ff62fd21	Sport Durst VolksWagen of Goldsboro	6b9a25d35	Sport Durst Automotive Group	GROUP_DEALER	FRANCHISE_DEALER	Ent	prabha.kumari@spyne.ai	AMER	Live			3	0	2	0	$0	0.00	No	0	0	0.00	00:00:00				
22 May, 2026	Sales Inbound	3f96401f8d	Courtesy Ford of Norfolk	b81a8498a	Cornhusker Auto Center	GROUP_DEALER	FRANCHISE_DEALER	Ent	jaspreet.kaur@spyne.ai	AMER	Live			3	3	1	0	$0	0.00	No	0	0	0.00	00:00:00				
22 May, 2026	Sales Inbound	37329f9976	Corn Husker Nissan	b81a8498a	Cornhusker Auto Center	GROUP_DEALER	FRANCHISE_DEALER	Ent	jaspreet.kaur@spyne.ai	AMER	Live			3	3	1	0	$0	0.00	No	0	0	0.00	00:00:00				
22 May, 2026	Sales Inbound	5480771b21	Feldmann Imports Mercedes Benz	06e65fbde	Feldmann Imports, Inc.	GROUP_DEALER	FRANCHISE_DEALER	Ent	ankur.batra@spyne.ai	AMER	Live			2	0	1	0	$0	0.00	No	0	0	0.00	00:00:00				
22 May, 2026	Sales Inbound	e8cf6f4867	Pinnacle Peak Auto Sales	595631394	Pinnacle Peak Auto Sales	INDIVIDUAL_DEALER	INDEPENDENT_DEALER	SMB	greeva.mishra@spyne.ai	AMER	Churned			2	0	1	0	$1	Infinity	No	0	0	0.00	00:00:00				
22 May, 2026	Sales Inbound	3b8dee0632	Corn Hukser Auto Center	b81a8498a	Cornhusker Auto Center	GROUP_DEALER	FRANCHISE_DEALER	Ent	jaspreet.kaur@spyne.ai	AMER	Live			2	0	1	0	$0	0.00	No	0	0	0.00	00:00:00				
